Year,Winter Mean Temperature,Winter Precipitation,Spring Mean Temperature,Spring Precipitation,Fall Mean Temperature,Fall Precipitation
1991,-3.404444444444444,0.2677777777777778,5.369411764705882,1.388235294117647,4.8569767441860465,0.5848837209302326
1992,-3.8237499999999995,0.22999999999999998,6.33804347826087,0.8554347826086957,4.487912087912088,1.1153846153846154
1993,-5.039189189189189,0.2472972972972973,5.72,0.8938461538461538,5.9350000000000005,0.465
1994,-9.425555555555555,0.2822222222222222,6.270652173913043,0.9043478260869565,5.141573033707865,0.6078651685393258
1995,-7.937777777777778,0.3088888888888889,5.16547619047619,1.236904761904762,5.495180722891567,0.6385542168674698
1996,-12.025274725274725,0.5395604395604395,4.2075000000000005,1.17,4.996103896103896,1.1818181818181819
1997,-6.047777777777777,0.31666666666666665,4.848148148148148,1.4666666666666666,5.622222222222222,0.5911111111111111
1998,-8.49777777777778,0.42888888888888893,6.005813953488372,2.0558139534883724,5.9222222222222225,0.57
1999,-3.4277777777777776,0.14555555555555555,4.725842696629214,1.4719101123595506,5.747252747252747,0.27582417582417584
2000,-8.827472527472526,0.4351648351648352,4.3439560439560445,0.7197802197802198,5.158139534883722,0.672093023255814
2001,-6.630000000000001,0.16111111111111112,5.628089887640449,0.6808988764044944,6.894186046511628,0.5127906976744186
2002,-4.243333333333333,0.34444444444444444,3.2098591549295774,0.856338028169014,5.264044943820225,1.0314606741573034
2003,-6.084444444444444,0.3111111111111111,5.1839506172839505,1.5740740740740742,6.13855421686747,0.9710843373493975
2004,-6.138461538461539,0.367032967032967,5.796666666666667,0.8933333333333334,5.141758241758241,0.6362637362637363
2005,-5.525555555555556,0.2577777777777778,5.967777777777778,0.43333333333333335,5.670454545454546,0.4636363636363636
2006,-2.933333333333333,0.3422222222222222,5.726744186046512,0.8023255813953488,5.803703703703704,1.1530864197530866
2007,-6.662222222222223,0.43333333333333335,5.0,1.7230769230769232,6.047674418604651,0.7348837209302326
2008,-8.252747252747254,0.6197802197802198,4.212087912087912,1.5626373626373624,6.717582417582417,0.6087912087912087
2009,-8.658888888888889,0.5288888888888889,4.077011494252873,0.735632183908046,6.271111111111111,0.42666666666666664
2010,-6.3,0.29333333333333333,5.11195652173913,1.2728260869565218,6.887654320987654,1.019753086419753
2011,-6.5633333333333335,0.5466666666666667,3.7951807228915664,1.959036144578313,6.907954545454545,0.3931818181818182
2012,-6.554545454545454,0.3852272727272727,5.1521739130434785,1.5956521739130436,5.863380281690141,0.78
2013,-6.286153846153846,0.7,4.915254237288136,1.3084745762711865,6.6819277108433734,1.091566265060241
2014,-6.017777777777778,0.2688888888888889,4.660975609756098,1.223456790123457,7.127710843373494,1.193827160493827
2015,-4.474444444444444,0.6715909090909091,6.614285714285714,0.5831460674157303,6.098888888888888,0.9640449438202247
2016,-4.822222222222222,0.4077777777777778,7.529347826086957,0.8358695652173912,5.648351648351649,0.6177777777777778
2017,-7.0813953488372094,0.8022222222222223,6.867073170731707,1.292857142857143,6.548051948051948,0.5646341463414635
2018,-6.750574712643678,0.6611111111111111,5.618987341772152,1.0679012345679013,3.761797752808989,1.2703296703296703
2019,-8.406666666666666,0.5911111111111111,5.690476190476191,0.8083333333333332,5.105882352941176,1.3635294117647059
2020,-7.382657696166268,0.608007699359817,5.505709488809778,1.058136211460147,5.72054555561859,0.7848018167713312
